Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,likes_anomaly,shares_anomaly,comments_anomaly,any_anomaly,anomaly_count,youtube_anomaly,tiktok_anomaly,instagram_anomaly,twitter_anomaly,platform_anomaly,view_like_anomaly,day_of_week,is_weekend,day_of_month,day_of_year,week_of_year,month,quarter,year,year_month,total_interactions,engagement_rate,like_rate,share_rate,comment_rate,likes_per_share,likes_per_comment,comment_to_like_ratio,share_to_like_ratio,virality_score,engagement_density,Engagement_Level_Cal
2023-11-06,YouTube,#Gaming,Post,Brazil,4608473,304395,4335,6543,High,0,0,0,0,0,False,False,False,False,0,0,0,0,6,310,45,11,4,2023,2023-11,315273,0.06841159750746072,0.06605114838447608,0.0009406584478940317,0.0014197758303507843,70.20179889298893,46.51512836185819,0.021495026215850404,0.014241317231501072,0.07006212902579032,0.06403112589479636,High
2022-10-01,TikTok,#Fitness,Post,Canada,2090020,106952,66241,31466,Low,0,0,0,0,0,False,True,False,False,1,0,5,1,1,274,39,10,4,2022,2022-10,204659,0.09792202945426359,0.05117269156625699,0.03169393991735011,0.015055351118481585,1.6145647776335255,3.398862300187498,0.29420399614784065,0.6193468158910923,0.1371435980786796,0.08918850959110185,Medium
2022-12-26,TikTok,#Challenge,Post,Japan,2954922,83459,90758,11510,Medium,0,0,0,0,0,False,False,False,False,0,0,0,0,26,360,52,12,4,2022,2022-12,185727,0.06285343572520696,0.028244052383090863,0.030714167509610233,0.003895194561753386,0.9195672054562082,7.250369212058032,0.13791037622813324,1.087443086508507,0.0955151792449414,0.05913650331507914,Medium
2022-11-23,TikTok,#Comedy,Video,Germany,2972779,83040,51880,28713,High,0,0,0,0,0,False,True,False,False,1,0,2,0,23,327,47,11,4,2022,2022-11,163633,0.05504378226568474,0.027933449498449264,0.017451678227114013,0.009658636024192844,1.6005859563231242,2.8919690743191473,0.34576895750292025,0.6247516287135271,0.07732475998896655,0.05217203607179159,Medium
2023-09-11,YouTube,#Challenge,Post,USA,1149619,297330,86236,24425,Low,0,0,0,0,0,True,False,False,False,1,0,0,0,11,254,37,9,3,2023,2023-09,407991,0.3548923599905708,0.25863328752109394,0.07501261286338094,0.021246150902037193,3.4478240198522676,12.172684844018669,0.08214750564186042,0.29003366618347903,0.4405277396009116,0.26193398861075623,High
2022-12-02,TikTok,#Fitness,Live Stream,India,3654157,446765,960,10338,Low,0,0,0,0,0,False,False,False,False,0,0,4,0,2,336,48,12,4,2022,2022-12,458063,0.12535394620428186,0.12226209156801648,0.0002627144201208596,0.0028291059116765066,464.8959417273673,43.21162588258052,0.023139630141953506,0.0021487758692469885,0.12703117927577298,0.11139068435054544,High
2023-05-21,Twitter,#Challenge,Video,Brazil,4822497,93252,89723,22110,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,21,141,20,5,2,2023,2023-05,205085,0.04252672422605965,0.019336866495330843,0.018605088068465763,0.004584760843861418,1.0393205831215728,4.217448328886075,0.23709692985748448,0.9621459899413424,0.06342418389805449,0.04079197514829196,High
2022-10-19,Instagram,#Comedy,Post,Japan,4059730,479772,15896,35015,Medium,0,0,0,0,0,False,False,False,False,0,0,2,0,19,292,42,10,4,2022,2022-10,530683,0.13071879164377925,0.11817827338806439,0.003915530363957612,0.008624955692877188,30.180033968673335,13.701507882111034,0.07298243127479037,0.033132335500330366,0.1389467676552954,0.11560680923481177,High
2022-10-07,YouTube,#Education,Post,Japan,1704415,111106,36968,11611,High,0,0,0,0,0,False,False,False,False,0,0,4,0,7,280,40,10,4,2022,2022-10,159685,0.09368903700096515,0.06518713741246268,0.02168954058164204,0.006812304038450707,3.0053828883659284,9.568205304857045,0.10450286660606442,0.3327243107994996,0.11878467463342282,0.08566332278311249,High
2022-08-12,TikTok,#Gaming,Video,UK,1245862,162049,83886,27223,Low,0,0,0,0,0,False,True,False,False,1,0,4,0,12,224,32,8,3,2022,2022-08,273158,0.21925221252434057,0.1300696786083221,0.06733164079838634,0.021850717133424784,1.9317534302096868,5.952431677931237,0.1679913606911447,0.517655044739278,0.297509035905232,0.1798251504259325,High
2023-10-22,Twitter,#Gaming,Video,Australia,536923,464158,44277,47080,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,22,295,42,10,4,2023,2023-10,555515,1.0,0.8644761642243595,0.08246418487532686,0.08768466300631002,10.482813135191291,9.858711582166904,0.10143075971811384,0.09539188079946742,1.1609315284844783,0.5085094073988639,High
2022-02-16,YouTube,#Tech,Post,Brazil,540051,496755,33448,20685,Medium,0,0,0,0,0,False,False,False,False,0,0,2,0,16,47,7,2,1,2022,2022-02,550888,1.0,0.9198280906283098,0.0619347766511373,0.0383018672276003,14.851116625310175,24.01406748525573,0.041640161366948765,0.06733285556691816,1.1011504447719849,0.5049668221596257,High
2023-05-18,YouTube,#Tech,Post,Germany,2550618,270046,39624,31764,High,0,0,0,0,0,False,False,False,False,0,0,3,0,18,138,20,5,2,2023,2023-05,341434,0.13386324412358103,0.10587469159447177,0.015535052471576508,0.012453447574882802,6.815041009463722,8.501369431764521,0.11762396916092384,0.14673001366428806,0.15562496789994898,0.11805942631736913,High
2022-02-01,Instagram,#Challenge,Video,Germany,3262707,322516,95255,21585,High,0,0,0,0,0,False,False,False,False,0,0,1,0,1,32,5,2,1,2022,2022-02,439356,0.13465996180472228,0.09884917681876527,0.02919507354013905,0.006615670173365193,3.3857814730830604,14.940980264986566,0.06692670463882525,0.2953487723127773,0.16716282915909117,0.11867869347442224,High
2022-02-23,Instagram,#Music,Post,Canada,3707557,238257,87810,32469,Medium,0,0,0,0,0,False,False,False,False,0,0,2,0,23,54,8,2,1,2022,2022-02,358536,0.09670411001098567,0.06426251457158594,0.02368405295345346,0.008757516402980075,2.7132933231599687,7.33775793039729,0.1362766412880155,0.36855005917954486,0.12476689508296296,0.08817702890711059,High
2023-09-28,YouTube,#Fitness,Post,Canada,3789717,314746,69878,17368,Medium,0,0,0,0,0,False,False,False,False,0,0,3,0,28,271,39,9,3,2023,2023-09,401992,0.10607441136105941,0.08305261763540189,0.018438838984853226,0.00458292675075032,4.504157185992931,18.12113535609419,0.055180827775959736,0.22201323602766668,0.12680468573123382,0.0959016954659782,High
2023-03-30,YouTube,#Fitness,Video,USA,1980686,27994,52403,25446,Medium,0,0,0,0,0,False,False,False,False,0,0,3,0,30,89,13,3,1,2023,2023-03,105843,0.053437546385444235,0.014133479949128763,0.02645698184518806,0.012847057611828623,0.5341958629112281,1.1000903839352378,0.9089480264332916,1.871869976781568,0.08631803005724781,0.050726829102303396,High
2023-05-19,TikTok,#Fashion,Live Stream,UK,2133430,479806,15065,12873,High,0,0,0,0,0,False,False,False,False,0,0,4,0,19,139,20,5,2,2023,2023-05,507744,0.2379942158870926,0.22489876635335287,0.007061395470488617,0.00603394250856953,31.846940130094254,37.26938014603076,0.02682953770995421,0.031398041295771006,0.2480724710571844,0.19224178338875061,High
2023-01-18,TikTok,#Gaming,Video,Japan,3067711,211685,55025,91,High,0,0,0,0,0,False,False,False,False,0,0,2,0,18,18,3,1,1,2023,2023-01,266801,0.08697070877928201,0.06900419596102894,0.017936820666346776,2.9663801556339058e-05,3.8469996001890014,2300.9239130434785,0.00042988199503037517,0.25993688765435596,0.104922332996057,0.08001200775405816,Medium
2023-06-11,TikTok,#Tech,Live Stream,India,2412395,496981,33360,46462,High,0,0,0,0,0,False,False,False,False,0,0,6,1,11,162,23,6,2,2023,2023-06,576803,0.23909973283811317,0.20601136795119873,0.01382857540801759,0.019259690365926656,14.89706543568838,10.696274454942643,0.09348829535073705,0.06712516751109698,0.2625580543161239,0.19296246016490043,High
2022-05-25,Instagram,#Dance,Video,UK,712815,321009,10779,9754,Low,0,0,0,0,0,False,False,False,False,0,0,2,0,25,145,21,5,2,2022,2022-05,341542,0.47914536029685123,0.45033921797490517,0.015121714439630984,0.013683755695719512,29.778200371057515,32.90712455151205,0.03038534625089561,0.03357839319647363,0.5011082803977464,0.32393392370895246,High
2022-08-29,Twitter,#Education,Tweet,UK,1582056,494486,84288,37093,Medium,0,0,0,0,0,False,False,False,False,0,0,0,0,29,241,35,8,3,2022,2022-08,615867,0.3892826802591059,0.3125589027449706,0.05327747356764011,0.023446057885398566,5.86655435466075,13.33061950719793,0.07501309437861865,0.17045544170018626,0.4542829367083487,0.2802040835825459,High
2022-10-16,YouTube,#Fitness,Shorts,India,4995243,198754,50261,36892,Medium,0,0,0,0,0,False,False,False,False,0,0,6,1,16,289,41,10,4,2022,2022-10,285907,0.05723585419167796,0.03978864696098929,0.010061770756343433,0.007385425016275481,3.954359158012017,5.387309245656358,0.185615456214938,0.2528791728509975,0.07099032599808938,0.054137261770637074,High
2022-01-18,TikTok,#Fashion,Video,Japan,3678890,73518,35146,5294,Medium,0,0,0,0,0,False,True,False,False,1,0,1,0,18,18,3,1,1,2022,2022-01,113958,0.030976191188102933,0.019983739665024054,0.009553422485200023,0.0014390206178981654,2.0917290238142656,13.88441926345609,0.07200859641725268,0.4780532923461962,0.04124911556227135,0.03004549615486832,Low
2022-05-17,Instagram,#Fitness,Reel,Canada,2249841,97823,18276,5221,High,0,0,0,0,0,False,False,True,False,1,0,1,0,17,137,20,5,2,2022,2022-05,121320,0.053923810615950196,0.04347994214704855,0.008123237098427357,0.002320607402653164,5.352245992230673,18.732860972807355,0.05337136081125286,0.1868253189401374,0.063207327447883,0.051164809137802116,High
2023-02-27,Instagram,#Dance,Reel,Australia,1684281,409446,92094,7598,High,0,0,0,0,0,False,False,True,False,1,0,0,0,27,58,9,2,1,2023,2023-02,509138,0.30228803863488335,0.2430982460181846,0.054678492081492294,0.004511121059300046,4.445909115587165,53.88156336360047,0.01855673628088617,0.22492288379204145,0.35922191177011925,0.2321207211207708,High
2022-04-28,TikTok,#Music,Video,UK,1873057,21326,82659,29430,High,0,0,0,0,0,False,True,False,False,1,0,3,0,28,118,17,4,2,2022,2022-04,133415,0.0712284783645132,0.011385659173394524,0.04413050743757001,0.015712273725640102,0.2579966126300508,0.7246101049913357,1.3799409199606134,3.8757912505275005,0.1232150846369947,0.06649233081747465,Medium
2023-12-23,YouTube,#Gaming,Post,Australia,4400045,264695,92687,40287,Low,0,0,0,0,0,False,False,False,False,0,0,5,1,23,357,51,12,4,2023,2023-12,397669,0.09037839385733555,0.06015732562795934,0.021065007047653593,0.009156040641393295,2.85576342137062,6.570070492454329,0.15220101550457885,0.3501639616767915,0.11602140068535648,0.08288718335440587,High
2023-05-02,Twitter,#Tech,Video,Germany,4295904,96005,37813,34742,High,0,0,0,0,0,False,False,False,False,0,0,1,0,2,122,18,5,2,2023,2023-05,168560,0.03923737588177017,0.022348026783646287,0.008802103398469006,0.008087236565985515,2.5388744909292855,2.763290446996517,0.3618732162573173,0.3938608003666437,0.05208308842956257,0.0377559321790925,High
2022-05-13,TikTok,#Education,Live Stream,India,1325071,32968,51401,6451,High,0,0,0,0,0,False,False,False,False,0,0,4,0,13,133,19,5,2,2022,2022-05,90820,0.06853972353179566,0.024880157455594867,0.038791099653452794,0.0048684146974654965,0.6413758219524532,5.1097334159950405,0.19566865843671327,1.5590706421183536,0.10976497880869869,0.06414335566791511,Medium
2022-03-20,YouTube,#Challenge,Post,Brazil,655188,203395,52047,33016,High,0,0,0,0,0,True,False,False,False,1,0,6,1,20,79,11,3,1,2022,2022-03,288458,0.44026752626726984,0.31043714103869263,0.07943814685533487,0.05039156640297685,3.9078350753150937,6.16031135475664,0.162323742846467,0.2558899880036972,0.5449007843538277,0.30568454695934705,High
2023-05-21,Twitter,#Education,Post,India,3918763,377071,94228,18967,Low,0,0,0,0,0,False,False,False,True,1,0,6,1,21,141,20,5,2,2023,2023-05,490266,0.12510733616705066,0.0962219209934561,0.024045336743932527,0.004840046504459059,4.001644928843562,19.879323070434417,0.05030073832053295,0.2498939194636568,0.15157266423800975,0.11119591184362815,High
2023-10-22,Instagram,#Challenge,Post,Germany,990310,94516,53191,6975,Medium,0,0,0,0,0,False,False,False,False,0,0,6,1,22,295,42,10,4,2023,2023-10,154682,0.1561955347315487,0.09544072518633036,0.05371140985003701,0.007043241971461491,1.7768837419160777,13.548738532110091,0.0737962482939577,0.5627664864521726,0.2134284078435966,0.13509439367261955,High
2023-04-28,Twitter,#Challenge,Live Stream,India,239932,144696,32439,22126,Low,0,0,0,0,0,False,False,False,False,0,0,4,0,28,118,17,4,2,2023,2023-04,199261,0.8304894720170715,0.6030683565828794,0.13520024340128287,0.0922174106938187,4.460419235511714,6.539341076512858,0.1529126381334789,0.2241857122124163,1.011794959426173,0.45369803252784086,High
2022-03-04,TikTok,#Viral,Video,India,1093638,160508,65534,14746,High,0,0,0,0,0,False,True,False,False,1,0,4,0,4,63,9,3,1,2022,2022-03,240788,0.22017157414062058,0.1467650659861252,0.059922881316412456,0.013483425517926848,2.4491950865949494,10.884112022784295,0.09187023780597972,0.4082886317901177,0.2868359668958404,0.18044312685754024,High
2022-12-21,Instagram,#Viral,Reel,India,4459322,130429,41640,43576,High,0,0,0,0,0,False,False,True,False,1,0,2,0,21,355,51,12,4,2022,2022-12,215645,0.048358248182122754,0.029248610158986017,0.009337740280307124,0.009771886898526974,3.1322254508777405,2.993069738623586,0.33409491681361647,0.31925170589588286,0.06258192106739072,0.046127598333849204,High
2022-11-10,Instagram,#Comedy,Post,Brazil,4856239,463589,77615,15106,Medium,0,0,0,0,0,False,False,False,False,0,0,3,0,10,314,45,11,4,2022,2022-11,556310,0.11455572923820265,0.09546253891899906,0.01598252969375484,0.003110637036060821,5.9728535353535355,30.687032501489377,0.032584827110161994,0.16742164412519683,0.13209355386059998,0.10278151754376727,High
2022-04-01,TikTok,#Fitness,Post,Brazil,3716784,8333,58793,1796,Low,0,0,0,0,0,False,True,False,False,1,0,4,0,1,91,13,4,2,2022,2022-04,68922,0.018543450466855217,0.0022419913984801382,0.015818240764531713,0.00048321331473302867,0.14173214953906862,4.6371730662214805,0.21550275977921765,7.054595632349412,0.034603292899643104,0.01820585116752331,Low
2023-03-29,Twitter,#Tech,Post,UK,2121741,241186,76623,19400,Medium,0,0,0,0,0,False,False,False,False,0,0,2,0,29,88,13,3,1,2023,2023-03,337209,0.15893033127040482,0.11367357576934424,0.03611325033863684,0.009143430256836128,3.147656086865734,12.431627235709499,0.08043551269347021,0.3176912520160705,0.1996152218318721,0.13713536265479168,High
2023-10-08,Twitter,#Comedy,Post,India,1491502,426504,12495,12223,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,8,281,40,10,4,2023,2023-10,451222,0.302528591983115,0.28595584454070827,0.008377455492882012,0.00819508911480567,34.13124199743918,34.89070680628272,0.028658515140502456,0.029296256784797366,0.3150033891986808,0.23226253446192047,High
2022-12-12,TikTok,#Music,Post,USA,863776,360210,45845,199,Medium,0,0,0,0,0,False,False,False,False,0,0,0,0,12,346,50,12,4,2022,2022-12,406254,0.47032332456562814,0.41701735517384697,0.05307504135905448,0.0002303835364914787,7.856955895825154,1801.05,0.0005524539783626818,0.12727262632179473,0.5235130131966931,0.31987748320905807,High
2023-12-12,Instagram,#Comedy,Post,Germany,671118,362241,15395,711,High,0,0,0,0,0,False,False,False,False,0,0,1,0,12,346,50,12,4,2023,2023-12,378347,0.5637562991903063,0.5397567346476556,0.022939299885713263,0.0010594246325912394,23.52825409197194,508.76544943820227,0.0019627762655904063,0.042499213233142485,0.5872244713679691,0.3605141667421019,High
2022-08-14,Twitter,#Fashion,Post,India,1732622,439661,38668,776,High,0,0,0,0,0,False,False,False,True,1,0,6,1,14,226,32,8,3,2022,2022-08,479105,0.2765202104094257,0.2537545674967953,0.022317607465674877,0.00044787585066110745,11.36985699138845,565.8442728442728,0.0017649921985525244,0.08794937929591368,0.29906159620413675,0.21662031525590636,High
2023-02-26,YouTube,#Fitness,Post,Australia,3944670,372509,62062,992,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,26,57,8,2,1,2023,2023-02,435563,0.11041810848562744,0.09443347746871665,0.015733124511524536,0.00025147851367072186,6.0021107584228925,375.134944612286,0.002663015757966229,0.1666049233577622,0.12627694426227182,0.09943831755068737,High
2023-03-01,Twitter,#Fitness,Tweet,India,4833726,226063,96093,28087,Medium,0,0,0,0,0,False,False,False,False,0,0,2,0,1,60,9,3,1,2023,2023-03,350243,0.07245818236283977,0.046767846011990334,0.019879691178256446,0.005810630182465828,2.352519408079589,8.048383651381373,0.12424357704013023,0.42506989171208154,0.09524317364220197,0.06756271111960739,High
2022-05-11,YouTube,#Music,Post,India,1026032,380810,37630,25608,Medium,0,0,0,0,0,False,False,False,False,0,0,2,0,11,131,19,5,2,2022,2022-05,444048,0.43278182356885553,0.3711479065488147,0.03667523364258265,0.024958261576382045,10.119582259307485,14.87016283337889,0.06724595665566384,0.09881542287381405,0.48193576619855305,0.30205703090988245,High
2023-06-12,YouTube,#Dance,Shorts,Brazil,4106517,307295,68183,5092,High,0,0,0,0,0,False,False,False,False,0,0,0,0,12,163,24,6,2,2023,2023-06,380570,0.09267464374310395,0.07483103690279697,0.01660360431879271,0.0012399799538197567,4.50684911416168,60.336736697427845,0.016570342601270438,0.22188053212537748,0.10989821547111202,0.08481449100496603,High
2022-06-01,YouTube,#Tech,Post,Canada,2479066,402001,44542,16506,High,0,0,0,0,0,False,False,False,False,0,0,2,0,1,152,22,6,2,2022,2022-06,463049,0.18678365158491142,0.16215818289703343,0.017967243321781946,0.0066581500217622195,9.025009541342074,24.353365238989518,0.04105949721643176,0.11080044377888668,0.20807989457324066,0.15738643798763816,High
2023-10-15,Twitter,#Challenge,Post,USA,4289404,303500,69530,26484,High,0,0,0,0,0,False,False,False,False,0,0,6,1,15,288,41,10,4,2023,2023-10,399514,0.09313974622115334,0.07075573418690938,0.016209707406971363,0.006174282913364441,4.364959514461176,11.45931659429866,0.08726165646900669,0.22909314961070967,0.11243657337089875,0.08520387859203339,High
2022-08-04,Instagram,#Comedy,Post,Germany,4751448,53228,671,10009,High,0,0,0,0,0,False,False,True,False,1,0,3,0,4,216,31,8,3,2022,2022-08,63908,0.01345021559743472,0.011202477391633584,0.000141220078338208,0.002106515296702122,79.20833333333333,5.317482517482517,0.18803659659208327,0.012605910312047944,0.014644690493363182,0.013271708259991577,Medium
2023-08-18,YouTube,#Gaming,Post,USA,3416751,64162,48379,32333,High,0,0,0,0,0,True,False,False,False,1,0,4,0,18,230,33,8,3,2023,2023-08,144874,0.0424010997582206,0.018778652942911866,0.014159353678581297,0.009463080726959405,1.3262091773460107,1.984350838127049,0.5039197045025949,0.754001527360005,0.06129198139051356,0.040676376653915,High
2023-12-21,Instagram,#Challenge,Live Stream,Australia,4727831,399257,28383,10368,Low,0,0,0,0,0,False,False,False,False,0,0,3,0,21,355,51,12,4,2023,2023-12,438008,0.09264459749090016,0.08444822066435524,0.00600338590711345,0.002192971323854147,14.066269729425029,38.50487028643071,0.025968170957125468,0.0710893707828021,0.09974444946436337,0.08478932463826303,High
2022-03-03,Twitter,#Fitness,Post,Brazil,3130764,471908,48103,21747,Medium,0,0,0,0,0,False,False,False,False,0,0,3,0,3,62,9,3,1,2022,2022-03,541758,0.17304338493735075,0.15073248870483733,0.015364615357588322,0.006946225603007571,9.810161317146184,21.69891484274416,0.046083037195730536,0.1019327878891905,0.1918810578245253,0.1475166112006953,High
2022-05-31,Instagram,#Challenge,Post,Germany,735519,381334,90166,35476,Medium,0,0,0,0,0,False,False,False,False,0,0,1,0,31,151,22,5,2,2022,2022-05,506976,0.6892765516594405,0.5184549706330215,0.12258810093539264,0.04823254296280183,4.229196934576952,10.748766806663472,0.09303106192717689,0.23644826727155913,0.8359799869480096,0.4080306158173675,High
2022-11-10,TikTok,#Dance,Post,Brazil,515113,69782,39001,16271,Low,0,0,0,0,0,False,False,False,False,0,0,3,0,10,314,45,11,4,2022,2022-11,125054,0.2427700329830542,0.13546904180433847,0.07571333724185327,0.03158718264306542,1.7891902979334393,4.288470993117011,0.23316567072209565,0.558889700930026,0.3342764902526431,0.19534590192871548,High
2022-12-03,TikTok,#Music,Video,Germany,4632593,82688,35928,8999,Medium,0,0,0,0,0,False,True,False,False,1,0,5,1,3,337,48,12,4,2022,2022-12,127615,0.027547207363133347,0.01784917909922605,0.00775548213376782,0.001942540183750184,2.3014278159703863,9.187555555555555,0.10882946945784808,0.43449551935565794,0.03627395364238697,0.026808702476866557,Low
2023-05-16,YouTube,#Education,Shorts,USA,1763821,229796,94518,13069,Medium,0,0,0,0,0,False,False,False,False,0,0,1,0,16,136,20,5,2,2023,2023-05,337383,0.1912796139744339,0.1302829877391256,0.05358703996208234,0.007409477827127681,2.431214888011934,17.58194338179036,0.05687193479462308,0.4113108526220969,0.2485712844039818,0.1605665132942827,High
2023-09-20,YouTube,#Tech,Post,USA,2579953,129665,13366,22743,Low,0,0,0,0,0,True,False,False,False,1,0,2,0,20,263,38,9,3,2023,2023-09,165774,0.06425465890270093,0.0502586480224066,0.005180712524331829,0.00881527345061191,9.700381536620034,5.701064016883573,0.17539678867243533,0.10308022149214134,0.07384298324698813,0.06037526673263584,High
2023-12-15,Instagram,#Comedy,Video,Canada,3239663,288436,94297,5399,High,0,0,0,0,0,False,False,False,False,0,0,4,0,15,349,50,12,4,2023,2023-12,388132,0.11980628849358714,0.08903268980980744,0.029107030852582243,0.0016665308501128513,3.058771129822478,53.41407407407407,0.018718125621886236,0.32692407700815085,0.1497465477901412,0.10698840480236617,High
2023-08-28,TikTok,#Education,Live Stream,Brazil,2768113,444617,75286,49358,Low,0,0,0,0,0,False,False,False,False,0,0,0,0,28,240,35,8,3,2023,2023-08,569261,0.20564948034997127,0.1606209137340442,0.027197579290448297,0.017830913033206,5.905627797627744,9.007820255677789,0.11101214975552047,0.16932737765902414,0.2417624418647498,0.17057153318747015,High
2022-08-23,Twitter,#Gaming,Video,USA,829927,186967,80175,49580,High,0,0,0,0,0,False,False,False,True,1,0,1,0,23,235,34,8,3,2022,2022-08,316722,0.381626335810258,0.22528098823030432,0.09660476571461621,0.05974012203468253,2.3319571941728197,3.77094048123273,0.2651790680758205,0.4288166959051816,0.5081007027115605,0.2762153021543646,High
2023-10-24,Instagram,#Gaming,Reel,USA,4631785,399114,43028,19189,High,0,0,0,0,0,False,False,False,False,0,0,1,0,24,297,43,10,4,2023,2023-10,461331,0.09960112569991915,0.08616848878596722,0.009289721070878491,0.004142894339246243,9.275465383810918,20.7980198019802,0.04807887450985305,0.10780852636458163,0.11096227243659357,0.09057932314912914,High
2023-04-01,Instagram,#Education,Post,Canada,3923269,38803,3269,25920,High,0,0,0,0,0,False,False,True,False,1,0,5,1,1,91,13,4,2,2023,2023-04,67992,0.01733044560543771,0.009890474017847357,0.0008332335016453112,0.0066067336685978785,11.866360856269113,1.4969715674549593,0.6679723739820637,0.08424389238222864,0.021467041524034797,0.017035217691852275,Medium
2022-09-12,Instagram,#Comedy,Post,Germany,1684045,237632,16203,33795,Low,0,0,0,0,0,False,False,True,False,1,0,0,0,12,255,37,9,3,2022,2022-09,287630,0.17079709865235193,0.14110778446669509,0.009621471147462719,0.02006774161750926,14.665020982473463,7.031364658539472,0.1422150963881279,0.06818497430912374,0.19045233918788443,0.14588104023228982,High
2022-05-28,TikTok,#Fitness,Post,Brazil,4473700,15777,85487,15204,High,0,0,0,0,0,False,False,False,False,0,0,5,1,28,148,21,5,2,2022,2022-05,116468,0.026033931644947137,0.003526610294250778,0.019108787109375438,0.003398528421993334,0.18455221785513756,1.0376192042091417,0.963620230700976,5.418113829382685,0.04684197714599165,0.025373363240735414,Low
2022-02-06,YouTube,#Fitness,Live Stream,UK,3822229,385332,48139,6985,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,6,37,5,2,1,2022,2022-02,440456,0.1152353770535465,0.10081339950761728,0.012594480185650785,0.001827467211549279,8.004403822185292,55.15774405954767,0.01812717831070788,0.12492830876151277,0.12874356069624276,0.1033283012936682,High
2023-03-20,Twitter,#Fitness,Tweet,Australia,4253475,394052,7337,4553,High,0,0,0,0,0,False,False,False,False,0,0,0,0,20,79,12,3,1,2023,2023-03,405942,0.0954377303263802,0.09264234710622558,0.0017249421414391429,0.001070418641130219,53.70019078768057,86.52876592007027,0.011554283307067831,0.018619322781453257,0.09769785935079921,0.08712291687994442,High
2023-11-05,YouTube,#Fashion,Post,Japan,2829354,130736,42112,46374,Medium,0,0,0,0,0,True,False,False,False,1,0,6,1,5,309,44,11,4,2023,2023-11,219222,0.07748129078227751,0.04620699770795817,0.014883957651125433,0.01639030803840451,3.1044095647424785,2.8191051212938008,0.35471213199017876,0.3221123323925132,0.10056037506781582,0.07190963912331527,High
2023-03-01,Twitter,#Music,Tweet,Japan,4577129,120208,84673,8875,High,0,0,0,0,0,False,False,False,False,0,0,2,0,1,60,9,3,1,2023,2023-03,213756,0.046700890449012905,0.0262627454321813,0.018499146845293885,0.0019389879684431073,1.419656565179394,13.543037404236143,0.07382974652480263,0.7043815354923508,0.06616952107543374,0.0446172262536045,High
2023-11-04,YouTube,#Comedy,Video,UK,1194963,103244,46147,35429,High,0,0,0,0,0,False,False,False,False,0,0,5,1,4,308,44,11,4,2023,2023-11,184820,0.15466587668404796,0.08639925554242638,0.03861789978610234,0.029648591924108174,2.237236716650776,2.914027660174993,0.343154632185578,0.4469659547677854,0.20810794300079333,0.13394859916378155,High
2022-03-24,Twitter,#Education,Post,Brazil,4558750,161524,66774,20755,High,0,0,0,0,0,False,False,False,False,0,0,3,0,24,83,12,3,1,2022,2022-03,249053,0.05463186180422265,0.03543163467362003,0.014647433035934623,0.004552782110714097,2.418929239985024,7.782038928502602,0.1284940411700975,0.4133973069184337,0.07155567391156042,0.05180183131463581,High
2023-03-14,YouTube,#Tech,Live Stream,USA,2624457,270811,8063,43610,Medium,0,0,0,0,0,False,False,False,False,0,0,1,0,14,73,11,3,1,2023,2023-03,322484,0.12287646549362402,0.10318740097955463,0.0030722533947961828,0.01661676429952394,33.58271329365079,6.209694801770196,0.16103422300341197,0.029773422152637254,0.1342570542184329,0.1094300836019452,High
2023-11-30,YouTube,#Gaming,Video,UK,3810909,73215,60036,6135,High,0,0,0,0,0,False,False,False,False,0,0,3,0,30,334,48,11,4,2023,2023-11,139386,0.036575525681668074,0.019211946752875297,0.01575371761600248,0.001609851715207129,1.2194979762479805,11.932040417209908,0.08379315996503496,0.8199847027972028,0.05313415955769094,0.03528495973085554,Medium
2022-07-25,Instagram,#Tech,Reel,Brazil,2804201,214403,58405,45421,High,0,0,0,0,0,False,False,True,False,1,0,0,0,25,206,30,7,3,2022,2022-07,318229,0.11348294933209138,0.07645775874919139,0.020827672186240508,0.016197477927766973,3.670907098585762,4.720245695918278,0.2118477267215164,0.2724062983899554,0.14240932001332288,0.10191709662026051,High
2023-03-30,TikTok,#Challenge,Video,Canada,3678271,388515,29923,39653,Medium,0,0,0,0,0,False,True,False,False,1,0,3,0,30,89,13,3,1,2023,2023-03,458091,0.124539763383394,0.10562432577036174,0.008135069945887634,0.010780333808918971,12.983391257853228,9.797624451505524,0.10206272071163093,0.07701870708027468,0.13806496637551546,0.11074731853740075,High
2023-02-26,Instagram,#Gaming,Reel,India,3433826,11737,47228,22379,Medium,0,0,0,0,0,False,False,True,False,1,0,6,1,26,57,8,2,1,2023,2023-02,81344,0.023689027923954213,0.0034180522198701334,0.013753750552954472,0.006517218252404679,0.24851256643164157,0.5244414655942806,1.9065428522746635,4.0235133753620715,0.0407013807043861,0.023140843828321246,Medium
2023-11-05,Instagram,#Challenge,Live Stream,USA,807398,175697,86610,31176,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,5,309,44,11,4,2023,2023-11,293483,0.36349235445220324,0.2176086420716399,0.10727038304481427,0.038612879134108415,2.0285760469224465,5.635468454309266,0.17744083597992008,0.4929481268995663,0.4900687268624311,0.2665892135480583,High
