Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,likes_anomaly,shares_anomaly,comments_anomaly,any_anomaly,anomaly_count,view_like_anomaly,total_interactions,engagement_rate,share_rate,comment_rate,likes_per_share,likes_per_comment,comment_to_like_ratio,share_to_like_ratio,virality_score,engagement_density,Engagement_Level_Cal,KMeans_Cluster,DBSCAN_Cluster
Instagram,#Dance,Post,USA,4197833,175063,73833,25225,Low,0,0,0,0,0,0,274121,0.0417031735890461,0.0175883562808819,0.0060090513345692,2.371035024514452,6.939784349480695,0.1440901613124343,0.4217486176484029,0.0858934631526639,0.0612978129918152,Medium,0,0
Instagram,#Education,Post,Germany,514956,250127,90852,5413,Low,0,0,0,0,0,0,346392,0.4857240507459846,0.176426381231831,0.010511557275656,2.753095660022234,46.20003694126339,0.0216409198490372,0.3632220303204759,0.8543441491231306,0.4021510469635966,High,1,0
Twitter,#Comedy,Reel,Australia,2549644,355626,71483,4053,Medium,0,0,0,0,0,0,431162,0.1394805943572536,0.0280364521335323,0.0015896330665641,4.974903474903475,87.72224962999506,0.0113967724610336,0.2010055479477092,0.1979379482241645,0.1446461124944058,High,0,0
YouTube,#Gaming,Tweet,India,1437913,199931,59221,837,Low,0,0,0,0,0,0,259989,0.1390423905741233,0.0411853560087738,0.0005820932267159,3.375958258755192,238.58114558472556,0.0041864233839505,0.29620570994138,0.2222862424317448,0.1531236785161923,High,0,0
YouTube,#Challenge,Post,India,514808,83217,39130,31901,Low,0,0,0,0,0,0,154248,0.1616463581639015,0.0760087721854124,0.061966671134343,2.126625948736296,2.6085198420161744,0.3833425460837799,0.4702107717080439,0.406613909236241,0.2305457241247369,High,1,0
Twitter,#Challenge,Live Stream,India,3402798,5693,23769,1821,High,0,0,0,0,0,0,31283,0.0016730344636871,0.0069851319457893,0.000535147682834,0.2395035759360538,3.124588364434687,0.3198103266596417,4.174394099051633,0.0164460198795168,0.0091095696344961,Low,0,0
YouTube,#Fashion,Live Stream,Canada,413996,302157,49992,24906,High,0,0,0,0,0,0,377055,0.729853114877644,0.1207544982210016,0.0601598562308422,6.043986158062129,12.131408840888104,0.082427074576877,0.1654498639784483,1.0616018956659106,0.4766506837106583,High,1,0
Twitter,#Challenge,Reel,Brazil,2374524,3501,18005,20135,Medium,0,0,0,0,0,0,41641,0.0014744001431865,0.007582569145408,0.0084795906549731,0.1944351882705765,0.1738676996424314,5.749571673329526,5.141347801256425,0.0293589244164622,0.0172343362311762,Low,0,0
TikTok,#Tech,Shorts,USA,1372415,88595,23610,45790,Low,0,0,0,0,0,0,157995,0.0645540419231486,0.0172032386681589,0.0333645192128334,3.752276481301089,1.934768841038632,0.5168404894126145,0.2664905864824597,0.1490072980787166,0.1032370410543579,High,0,0
YouTube,#Education,Live Stream,Brazil,3306131,38806,68565,36981,High,0,0,0,0,0,0,144352,0.0117375833753764,0.0207387363843911,0.0111855787972168,0.5659656389464166,1.0493212914390784,0.952946633339346,1.7668204189965728,0.069993424339984,0.0418353024779429,Low,0,0
TikTok,#Gaming,Reel,USA,3553589,405577,77631,43447,Low,0,0,0,0,0,0,526655,0.1141316246387456,0.0218457953787578,0.0122262275614237,5.224353359439406,9.334767998526974,0.1071236605535803,0.1914083111016869,0.1761625567383969,0.1290743886885196,High,0,0
YouTube,#Challenge,Reel,Germany,848550,133105,51730,28482,Medium,0,0,0,0,0,0,213317,0.1568615204036056,0.0609627470829685,0.0335654545218849,2.573021979084108,4.67313836323421,0.2139798356197316,0.388637627154298,0.3291351963523701,0.2008886235281819,High,0,0
YouTube,#Challenge,Video,Germany,1769189,189560,31847,26317,Low,0,0,0,0,0,0,247724,0.1071450776909207,0.0180008930640575,0.0148751688625868,5.952022104998744,7.202674975302075,0.1388312996871719,0.168003967060735,0.165459617112916,0.1228233443881813,High,0,0
YouTube,#Education,Reel,UK,1086831,3960,92374,44074,Medium,0,0,0,0,0,0,140408,0.0036436174128108,0.0849938168916631,0.0405527257202585,0.0428687415426251,0.0898468519568916,11.126988134309515,23.32087856601868,0.2344603397765248,0.1144096626655443,High,0,-1
Twitter,#Music,Shorts,UK,473800,166023,16059,31572,Low,0,0,0,0,0,0,213654,0.3504066053047587,0.0338939765851064,0.0666355706298636,10.337671232876712,5.258385329237006,0.1901652773093047,0.0967269792319182,0.5181479144197669,0.3107902492384945,High,1,0
TikTok,#Education,Reel,Canada,4387929,389906,66441,34423,Low,0,0,0,0,0,0,490770,0.0888587557230858,0.0151417638841093,0.00784492915794,5.868366394750309,11.326574482918891,0.0882851551780296,0.1704021728258277,0.1309096772282146,0.1005944412639517,High,0,0
YouTube,#Comedy,Live Stream,USA,2449452,486556,43076,27405,Medium,0,0,0,0,0,0,557037,0.1986386348298987,0.0175859671526663,0.0111882122253417,11.295029830303877,17.7536305918412,0.0563243361003952,0.0885322788491379,0.250592887473244,0.1852782431600448,High,0,0
Instagram,#Comedy,Shorts,India,4854685,134680,43340,2898,High,0,0,0,0,0,0,180918,0.0277422679860242,0.0089274568942254,0.0005969490096784,3.107450220345631,46.45739910313901,0.021517511749987,0.3217974324514965,0.0464926052889929,0.0359277727017002,Low,0,0
TikTok,#Comedy,Live Stream,UK,2052067,191445,84877,28974,High,0,0,0,0,0,0,305296,0.0932936920219018,0.0413616897685651,0.0141194151460867,2.255531468696246,6.607247627264884,0.1513429374340545,0.4433469490091201,0.1971961942781623,0.1295074199433858,High,0,0
YouTube,#Dance,Tweet,India,4767251,423291,97889,42439,Medium,0,0,0,0,0,0,563619,0.0887914043562203,0.0205336323735351,0.0089021935488201,4.324149555623659,9.973868991517437,0.1002593954055356,0.2312564376364306,0.1432119594265207,0.105727395340723,High,0,0
YouTube,#Challenge,Video,Brazil,2368362,300651,67181,25054,Low,0,0,0,0,0,0,392886,0.1269446448876291,0.0283660063934455,0.0105786148491595,4.475171921050281,11.999640790261424,0.0833322246318002,0.2234510330880885,0.1995445799482596,0.1422856621353822,High,0,0
Twitter,#Music,Shorts,Australia,2175561,87753,74372,20428,Low,0,0,0,0,0,0,182553,0.0403357845007405,0.0341851898497951,0.0093897576810038,1.179903997418418,4.295511282980077,0.2327871094195136,0.8475055268135926,0.1227908007218364,0.0774148323617942,Medium,0,0
TikTok,#Education,Tweet,Germany,4539531,206594,29902,9751,High,0,0,0,0,0,0,246247,0.0455099776805186,0.006587022627002,0.0021480187825529,6.908805136608367,21.18478260869565,0.0471986253297514,0.144737287930492,0.0619060511083521,0.051453911986724,Medium,0,0
Instagram,#Education,Video,UK,3713005,184413,88201,49856,Medium,0,0,0,0,0,0,322470,0.0496667659572863,0.0237546074528293,0.013427395484952,2.090802929638784,3.698838678620856,0.2703482382031733,0.4782771373106163,0.1173170740903731,0.0799088087523773,Medium,0,0
YouTube,#Comedy,Reel,Brazil,1236179,391333,26828,40019,Low,0,0,0,0,0,0,458180,0.3165663576501804,0.0217023410830138,0.0323731171835816,14.58619404375862,9.778435782108945,0.1022630285127282,0.0685552494799838,0.4085307155915805,0.270414947481614,High,1,0
Twitter,#Comedy,Video,Australia,1933738,115168,96016,41321,Medium,0,0,0,0,0,0,252505,0.0595571584376174,0.0496530297004921,0.0213684473447554,1.1994542633075391,2.787086781859542,0.3587857843690576,0.8336965676527538,0.1909158888557349,0.1154972251483481,High,0,0
TikTok,#Dance,Video,UK,4909664,32328,44030,40462,High,0,0,0,0,0,0,116820,0.0065845633052356,0.008968025313336,0.0082412954855372,0.7342099884172515,0.7989521291056026,1.251569798014167,1.3619351047047543,0.0368825571602135,0.0232408976135207,Low,0,0
Twitter,#Education,Video,Brazil,4022545,173474,36619,23322,High,0,0,0,0,0,0,233415,0.0431254235501595,0.009103438469069,0.0057978205842767,4.737138175860186,7.437893924452258,0.134440121054907,0.2110909352932699,0.0700290313647128,0.0548442654536226,Medium,0,0
Instagram,#Comedy,Post,Brazil,4117289,476795,23810,7602,Low,0,0,0,0,0,0,508207,0.1158031132128171,0.0057829300340758,0.0018463601057977,20.024148502792823,62.7114296988031,0.0159439257040747,0.0499374994756667,0.1301385134396654,0.1098708116924109,High,0,0
Twitter,#Music,Live Stream,Australia,4850591,157100,82852,36003,High,0,0,0,0,0,0,275955,0.0323877992624405,0.0170808016835883,0.0074223929780117,1.8961292892230817,4.363404066214865,0.229171042832318,0.5273804749810631,0.0776829920966348,0.0538286401799574,Medium,0,0
Instagram,#Fitness,Live Stream,USA,2359516,394171,34790,26112,High,0,0,0,0,0,0,455073,0.1670557999794025,0.0147445430569052,0.0110666716959445,11.329682963984938,15.094818672691762,0.0662451924540556,0.0882609622195386,0.2131448936371299,0.1616836419100621,High,0,0
Instagram,#Viral,Post,Japan,3647993,361442,26848,22650,High,0,0,0,0,0,0,410940,0.0990796585739998,0.0073596612275129,0.0062088917909404,13.462028380945286,15.95699969096287,0.0626654825242154,0.074280038622964,0.1231123187154364,0.1012433563204911,High,0,0
YouTube,#Tech,Live Stream,India,3520520,205027,91912,23644,Medium,0,0,0,0,0,0,320583,0.058237686978717,0.0261074994297719,0.0067160514026191,2.2306637798787983,8.671050962148446,0.1153208342275201,0.4482899896599489,0.1205267629421895,0.0834611828946008,Medium,0,0
YouTube,#Gaming,Video,USA,3230981,43250,25450,38132,Low,0,0,0,0,0,0,106832,0.0133860231966628,0.0078768622047414,0.0118019846597721,1.699343837177321,1.134188235911153,0.881644355043814,0.588425701139858,0.046842724595804,0.0320065863486061,Low,0,0
Instagram,#Challenge,Live Stream,UK,4902801,457202,95950,35485,Medium,0,0,0,0,0,0,588637,0.0932532050039956,0.0195704415556655,0.0072376979531296,4.764952944732207,12.884010595727892,0.0776132265098872,0.2098630148971026,0.1432506350450212,0.1071917774542842,High,0,0
YouTube,#Education,Reel,USA,4378018,396292,22112,2274,Medium,0,0,0,0,0,0,420678,0.0905185655886829,0.0050506861665059,0.0005194130039179,17.9212228101117,174.1942857142857,0.0057381785698965,0.0557970996207351,0.1013990574275716,0.0876650656761753,Medium,0,0
TikTok,#Fitness,Video,UK,4489295,37622,68224,46460,Low,0,0,0,0,0,0,152306,0.0083803785716067,0.015197037575602,0.0103490614118561,0.551440087944302,0.8097544176836486,1.2348829173643785,1.813358849639848,0.054298045840595,0.0328132469809447,Low,0,0
TikTok,#Tech,Reel,USA,4536700,149329,37190,17569,Medium,0,0,0,0,0,0,204088,0.0329157685287172,0.0081975867486087,0.0038726378485159,4.015191847489984,8.499089356858281,0.1176521797361548,0.249045737628072,0.0551198987987085,0.0430493833514597,Low,0,0
Twitter,#Fitness,Post,Brazil,4303043,415815,78416,44101,Low,0,0,0,0,0,0,538332,0.0966327557886928,0.0182233786129075,0.0102487913207487,5.302612953823788,9.428483968980998,0.1060589299113069,0.1885834118937222,0.148452699995631,0.111194030621466,High,0,0
YouTube,#Fitness,Video,Australia,348322,346558,13640,22532,High,0,0,0,0,0,0,382730,0.994932864037115,0.0391590563930604,0.0646870864111758,25.40561542408914,15.380020414503171,0.0650163464229756,0.0393583776499816,1.1702816064399997,0.5235332096759191,High,1,0
YouTube,#Tech,Video,USA,4402616,162946,44597,39590,High,0,0,0,0,0,0,247133,0.0370111685845032,0.0101296569744767,0.0089923788510333,3.6536615991748502,4.115733373746559,0.2429624356385818,0.2736902182918372,0.0707590508100068,0.0531497506639605,Medium,0,0
YouTube,#Music,Tweet,Japan,4377468,364956,49873,18498,High,0,0,0,0,0,0,433327,0.083371464195406,0.011393113235068,0.0042257295254403,7.317560251834624,19.728417752310936,0.0506854232142416,0.1366544551823913,0.1124962849537027,0.0900738859169846,Medium,0,0
TikTok,#Fitness,Video,Canada,1568096,365320,56390,19992,Low,0,0,0,0,0,0,441702,0.2329702818129235,0.0359607855891567,0.0127492113051679,6.478338741997836,18.27239533836843,0.0547244751875747,0.1543574007516677,0.3240156699489891,0.2197743255789885,High,0,0
TikTok,#Viral,Video,Australia,2732458,330425,27066,37518,Medium,0,0,0,0,0,0,395009,0.1209258766554228,0.0099053636303417,0.0137304896432114,12.20766985628256,8.806871185266132,0.1135443336783425,0.0819124403043344,0.1613323383809235,0.1263031712245085,High,0,0
YouTube,#Music,Reel,Japan,4278894,445708,53584,44109,Low,0,0,0,0,0,0,543401,0.1041642760572531,0.0125228592896063,0.0103085025456338,8.317775496874125,10.104466107458626,0.0989636736076677,0.1202219385293992,0.1446727484549165,0.112685142655105,High,0,0
TikTok,#Music,Reel,Japan,2325819,315226,26911,8993,High,0,0,0,0,0,0,351130,0.1355332742860582,0.0115705428623023,0.0038665932875286,11.713213436385256,35.048476762285965,0.0285286476095004,0.0853702252662367,0.1644742499419559,0.1311679826548806,High,0,0
Instagram,#Viral,Video,Germany,90504,10397,53914,41748,High,0,0,0,0,0,0,106059,0.1148776310701066,0.5957018949229325,0.4612783824098116,0.1928405823982194,0.249035905051618,4.015002885170225,5.185035583766109,1.9981989945306888,0.539567466919003,High,1,-1
YouTube,#Fitness,Shorts,Japan,449430,369184,10787,30236,Medium,0,0,0,0,0,0,410207,0.8214475636972083,0.0240014596233904,0.067276178100754,34.22172784575454,12.209676885934453,0.0818993187697224,0.0292184135325108,0.9703647500951202,0.4771863007292613,High,1,0
Instagram,#Tech,Video,UK,1357187,35801,70630,1191,High,0,0,0,0,0,0,107622,0.0263788067681117,0.052041426832539,0.0008775497572922,0.5068737523183872,30.034395973154364,0.0332662979721803,1.9727948159320707,0.1317779850691282,0.0734716949445286,Medium,0,0
Twitter,#Tech,Shorts,Japan,3342463,476827,68811,49349,Medium,0,0,0,0,0,0,594987,0.142657333033355,0.0205869083406732,0.0147642577451843,6.9294163808638025,9.662147922998988,0.1034943417752313,0.1443098979086798,0.2059775363324781,0.1511097283775032,High,0,0
TikTok,#Challenge,Reel,India,137563,40490,5847,43200,Medium,0,0,0,0,0,0,89537,0.294335727370533,0.0425038527521735,0.3140356488616208,6.923734610123119,0.9372468229902086,1.066903756390309,0.1444024598058828,0.8503969061673112,0.394262439453985,High,1,-1
Instagram,#Fashion,Live Stream,Germany,1211898,301141,73729,34908,High,0,0,0,0,0,0,409778,0.2484868788570664,0.0608375780489958,0.0288043805630667,4.084375423843754,8.626457360566043,0.1159187360115825,0.2448313420246926,0.4133686057996582,0.2526879598637459,High,1,0
Twitter,#Viral,Live Stream,Australia,3574989,180600,24471,22982,High,0,0,0,0,0,0,228053,0.0505176238255211,0.0068450541120394,0.0064285494504879,7.379862700228833,7.857981986685811,0.1272528945022452,0.1354975886069291,0.0738505562253321,0.059965943052956,Medium,0,0
TikTok,#Dance,Video,Canada,885342,214451,28768,31466,High,0,0,0,0,0,0,274685,0.242223635359403,0.0324936211163357,0.0355410276017317,7.45423893774549,6.8151078908062415,0.1467274728144293,0.1341465689291776,0.3605224189946721,0.2367919022574474,High,1,0
YouTube,#Gaming,Video,Canada,3620989,185166,73884,46247,Low,0,0,0,0,0,0,305297,0.0511368437913388,0.0204043645522357,0.0127719214910839,2.5061379170332274,4.003762324857291,0.2497583262676394,0.399012783055296,0.1111034551324361,0.0777571985331685,Medium,0,0
Instagram,#Dance,Reel,Canada,4694304,15155,48834,46703,Low,0,0,0,0,0,0,110692,0.0032283799199242,0.0104028178825193,0.0099488635697936,0.3103307054366745,0.3244904076738609,3.081485880179467,3.2220902612826605,0.0389573110396533,0.0230368558059153,Low,0,0
TikTok,#Fashion,Live Stream,Australia,4298867,233439,92096,20234,High,0,0,0,0,0,0,345769,0.0543024349666005,0.02142331423063,0.0047068204932089,2.534707970943679,11.53639733135656,0.0866775188485263,0.3945167923235093,0.1042092941676739,0.0744448004106242,Medium,0,0
TikTok,#Education,Tweet,Australia,1308627,212701,97549,10352,Low,0,0,0,0,0,0,320602,0.1625374055881427,0.0745429564398744,0.0079105750450089,2.180430548436699,20.544866222351008,0.048669029910391,0.4586181606190821,0.323489181035405,0.1967814223783151,High,0,0
Instagram,#Fashion,Post,Canada,2126836,135067,2582,34647,Medium,0,0,0,0,0,0,172296,0.063506042070925,0.001214009348154,0.016290388026915,52.29074719318622,3.898262525975525,0.2565152367696272,0.0191162969763378,0.0903696428076058,0.0749395858958946,Medium,0,0
YouTube,#Challenge,Live Stream,Canada,4411840,488416,16876,36638,Low,0,0,0,0,0,0,541930,0.1107057121958837,0.0038251605168907,0.0083044697213702,28.93974047520294,13.33049482791561,0.0750137689720054,0.0345524418683215,0.1308127378117208,0.1093974891850045,High,0,0
Twitter,#Gaming,Tweet,Canada,3605502,330152,54247,11566,Medium,0,0,0,0,0,0,395965,0.091568915627029,0.0150456122210964,0.0032078741856545,6.085975519834832,28.54257802368808,0.0350322426269032,0.1643086690110342,0.1264719513477037,0.0989549582690548,High,0,0
YouTube,#Dance,Tweet,India,4563829,352053,35563,33451,High,0,0,0,0,0,0,421067,0.0771398145855564,0.0077923586110788,0.0073295894018839,9.899139579349905,10.524124118139424,0.0950166735784851,0.1010157532651241,0.10371891591054,0.0844685626340048,Medium,0,0
TikTok,#Viral,Live Stream,Canada,400059,255199,28172,10919,Medium,0,0,0,0,0,0,294290,0.6379018147277908,0.0704194370844373,0.0272934059891016,9.058282752990452,23.369871794871795,0.0427860501567398,0.1103918495297805,0.819680797880318,0.4238358519994988,High,1,0
Twitter,#Comedy,Reel,India,977370,157911,30071,2947,Low,0,0,0,0,0,0,190929,0.1615671019500271,0.0307672316858183,0.0030152316776331,5.25109736632083,53.56546811397558,0.0186622929226404,0.1904288464461219,0.2276244128381137,0.1634247739662535,High,0,0
YouTube,#Tech,Shorts,USA,4464692,44245,12962,42732,High,0,0,0,0,0,0,99939,0.0099099758930793,0.0029032231331471,0.0095710948098783,3.4131759623543934,1.0353824912830834,0.9657822176015912,0.2929530353026262,0.030073064374191,0.0218942122594356,Low,0,0
YouTube,#Tech,Video,Canada,1880584,376512,76764,34314,Medium,0,0,0,0,0,0,487590,0.2002100410244684,0.0408192131703698,0.0182464499078744,4.904735230899498,10.97222788867842,0.0911362954267183,0.2038814064853006,0.3092181422270197,0.2058928102411393,High,0,0
TikTok,#Dance,Shorts,Brazil,3073948,220279,58403,13445,High,0,0,0,0,0,0,292127,0.0716599397062215,0.0189993392863707,0.0043738526566315,3.7716423532634753,16.38249293470177,0.0610359542400581,0.2651307426911204,0.1162193972639103,0.0867856479727873,Medium,0,0
Instagram,#Education,Post,Germany,3839951,182675,74863,44718,High,0,0,0,0,0,0,302256,0.0475722092359487,0.0194958166143743,0.0116454580682258,2.4400913656764267,4.08495270466692,0.2447940616172896,0.4098130022553592,0.1040320295670362,0.0729697960531668,Medium,0,0
TikTok,#Education,Reel,Canada,2716465,376170,83061,34545,High,0,0,0,0,0,0,493776,0.1384777133231191,0.03057685978768,0.012716890253734,4.528785726324914,10.888959648005558,0.0918332354168715,0.2208064949185343,0.2187067682790802,0.1538127511298996,High,0,0
YouTube,#Fashion,Tweet,UK,1335761,344123,4329,48849,High,0,0,0,0,0,0,397301,0.2576229897242173,0.0032408467975582,0.0365701374945536,79.47413394919168,7.044483111566018,0.1419517383268821,0.0125797677581336,0.3189598895611643,0.2292480015140831,High,0,0
YouTube,#Gaming,Video,Japan,1180149,286650,1000,27032,High,0,0,0,0,0,0,314682,0.2428928526034826,0.0008473499131466,0.0229055628521798,286.3636363636364,10.603706580845634,0.094302828177819,0.0034885627470338,0.2789458967080456,0.2105134292772895,High,0,0
Instagram,#Comedy,Reel,Brazil,2002817,410588,47199,47032,Medium,0,0,0,0,0,0,504819,0.2050051477468247,0.0235662950902178,0.0234829125761801,8.698898305084747,8.72978546977654,0.1145476376619929,0.1149543704288229,0.2873621067915307,0.2013127104571795,High,0,0
TikTok,#Viral,Live Stream,Australia,845246,313875,38766,37466,Low,0,0,0,0,0,0,390107,0.3713411582649805,0.0458635168181608,0.0443255048524277,8.096448009905332,8.377372087436944,0.1193656093489148,0.1235073723381207,0.5295564491799438,0.315785852302945,High,1,0
YouTube,#Viral,Video,Germany,4066726,104299,51143,20911,High,0,0,0,0,0,0,176353,0.0256469145826607,0.0125759609632021,0.0051419728936808,2.039320350383232,4.987519127773528,0.2004889741131351,0.4903451581975072,0.0585117958495861,0.0415625068493893,Low,0,0
YouTube,#Gaming,Tweet,Japan,3764424,163362,93921,36293,Medium,0,0,0,0,0,0,293576,0.0433962690185088,0.0249496271010844,0.0096410474375236,1.7393368965737528,4.5010745577781455,0.222161688999345,0.5749221059848313,0.1077570943769632,0.0723449975357318,Medium,0,0
TikTok,#Viral,Reel,Japan,3988342,364965,35233,5962,Low,0,0,0,0,0,0,406160,0.0915079269761903,0.0088339944683794,0.0014948563852206,10.358318669466993,61.20493040415898,0.016335768263345,0.0965377596817237,0.1114182004907802,0.0924245796224464,High,0,0
TikTok,#Music,Tweet,Japan,1934330,341337,10605,35090,High,0,0,0,0,0,0,387032,0.1764625599238186,0.0054825156604531,0.0181406388048374,32.18338676221007,9.72719500726682,0.1028013288880816,0.0310689111672301,0.214638549451981,0.1667262581191559,High,0,0
Twitter,#Challenge,Live Stream,Canada,383395,244568,41301,37072,Low,0,0,0,0,0,0,322941,0.6378991956097612,0.1077241285772412,0.0966937578900145,5.92145658805869,6.596930380600437,0.1515809444369482,0.1688725881039706,0.9983880895992656,0.4572059189960585,High,1,0
Instagram,#Dance,Video,India,3469085,404702,36285,25629,Medium,0,0,0,0,0,0,466616,0.1166595466356267,0.0104595273798343,0.007387824919878,11.153116904591302,15.790167772142022,0.0633279219575837,0.0896583420434244,0.1486603387751125,0.1185598194578297,High,0,0
Instagram,#Music,Video,Australia,2594914,369883,17225,14583,High,0,0,0,0,0,0,401691,0.1425414705298632,0.0066379823616573,0.0056198372586385,21.472367351677697,25.36224629731212,0.0394258740578127,0.0465686539563755,0.1642471911411356,0.1340486984437388,High,0,0
Twitter,#Tech,Reel,India,1785067,468653,40159,15054,Low,0,0,0,0,0,0,523866,0.2625406987296843,0.0224971821801746,0.0084332921771047,11.66964641434263,31.129392228495515,0.032121778540245,0.0856900826622625,0.3201850013556906,0.2268866181911731,High,0,0
Instagram,#Education,Tweet,Brazil,3329289,462737,18302,45849,High,0,0,0,0,0,0,526888,0.1389896944994278,0.0054972681863099,0.0137714047139179,25.282030268262037,10.092410032715376,0.0990819859185975,0.0395515388837744,0.1706413379429247,0.1366348069603651,High,0,0
YouTube,#Dance,Live Stream,Germany,2888178,323173,11546,33894,Low,0,0,0,0,0,0,368613,0.1118950729854347,0.0039976746593614,0.0117354222158668,27.98761583095176,9.534533116978906,0.10487848651191,0.0357268839696262,0.1374935556279579,0.1131828846247732,High,0,0
Instagram,#Education,Tweet,Germany,3177760,71183,55349,7595,Low,0,0,0,0,0,0,134127,0.0224003630228956,0.0174176094426232,0.0023900475838176,1.286052393857272,9.371116377040549,0.1066953247920881,0.777548325466397,0.0608206532838687,0.0404986643566039,Low,0,0
Twitter,#Education,Video,Germany,3812332,82371,33738,38074,Low,0,0,0,0,0,0,154183,0.0216064546302749,0.0088496991212467,0.0099870604168103,2.4414179436260706,2.1633880499015103,0.4622201719030738,0.4095809255572282,0.054286443497984,0.0388711501154035,Low,0,0
Instagram,#Fashion,Tweet,India,3660613,40261,23562,5633,High,0,0,0,0,0,0,69456,0.0109984281325482,0.0064366251126177,0.001538812887674,1.7086533972753897,7.146077387291445,0.1399085986786548,0.585216829765039,0.0261798976892947,0.0186205670726198,Low,0,0
YouTube,#Viral,Video,Germany,3837180,476063,92607,6057,Low,0,0,0,0,0,0,574727,0.1240658181097008,0.0241341234619894,0.001578502551743,5.140625,78.58418620006603,0.0127230792498487,0.1945263662028634,0.1747018188612942,0.1302672517802392,High,0,0
YouTube,#Education,Post,UK,4709663,278234,36961,4670,Medium,0,0,0,0,0,0,319865,0.0590772505214809,0.0078479059228004,0.0009915781677843,7.527568854499215,59.56625990152002,0.0167843729221701,0.1328409438064945,0.0762604296187583,0.0635974190818701,Medium,0,0
YouTube,#Viral,Tweet,Brazil,4812283,315371,43915,14695,Low,0,0,0,0,0,0,373981,0.0655345777597498,0.0091256043907633,0.0030536435505468,7.181232352673286,21.459648884050083,0.0465957662696751,0.1392482528569435,0.0883662518670967,0.0721099041622254,Medium,0,0
TikTok,#Fitness,Tweet,India,3722792,275554,76015,15183,High,0,0,0,0,0,0,366752,0.0740180826599813,0.0204188092112561,0.0040783895317306,3.6249473794990528,18.147655426765017,0.0550997078623142,0.2758614432690388,0.1209732853800896,0.0896804142466739,Medium,0,0
TikTok,#Education,Post,Brazil,4094329,434249,5820,18517,Low,0,0,0,0,0,0,458586,0.1060610649361434,0.0014214779951786,0.0045225958825986,74.60041230029205,23.45010260287288,0.0426413356361542,0.0134024179620034,0.1156879147503987,0.1007236023514605,High,0,0
YouTube,#Comedy,Shorts,UK,4693348,399315,5635,30684,High,0,0,0,0,0,0,435634,0.0850810370164247,0.0012006351967433,0.0065377622674128,70.85078069552874,13.013361577317909,0.0768413987919342,0.0141116308888198,0.0972889508110306,0.0849357630812508,Medium,0,0
TikTok,#Gaming,Reel,UK,3610950,367485,34992,9460,Medium,0,0,0,0,0,0,411937,0.1017695892300947,0.0096905219705279,0.0026198084659692,10.501671762924014,38.842088574146494,0.02574247726444,0.0952199539574296,0.1250803458701045,0.1023983522281386,High,0,0
Instagram,#Gaming,Live Stream,Australia,2912021,43497,37791,33220,Low,0,0,0,0,0,0,114508,0.0149370437448618,0.0129775805265207,0.011407880847054,1.1509578746824725,1.3093224165437525,0.7637132741735252,0.8687985654512851,0.0580040260684843,0.0378347605458265,Low,0,0
Twitter,#Music,Tweet,USA,1339049,471809,20645,768,Low,0,0,0,0,0,0,493222,0.3523460662409917,0.015417646839177,0.000573540943206,22.85232006199748,613.5357607282185,0.0016277738920328,0.043757020834658,0.3840416713341548,0.2691861629638847,High,1,0
YouTube,#Viral,Reel,UK,1804365,98704,83620,1880,Medium,0,0,0,0,0,0,184204,0.0547028707036155,0.0463431476762475,0.0010419172163518,1.1803733511916863,52.474215842636895,0.0190466541715212,0.8471708626715971,0.1489520418806384,0.0926314349665513,High,0,0
TikTok,#Viral,Post,Germany,1641189,480443,97118,33879,High,0,0,0,0,0,0,611440,0.2927406333209439,0.059175354468404,0.0206429481047288,4.946951677838528,14.180726092089728,0.0705160226790219,0.2021421851454071,0.4420557644148453,0.2714339556136407,High,1,0
Instagram,#Gaming,Post,Canada,3053227,132150,49242,48892,High,0,0,0,0,0,0,230284,0.0432820608221855,0.0161278489519944,0.0160132161764532,2.683630160631968,2.7028408974699856,0.3699707153180831,0.3726192007627638,0.0995575829908542,0.0701334638440376,Medium,0,0
Instagram,#Comedy,Reel,Canada,3118393,322469,26532,6589,Low,0,0,0,0,0,0,355590,0.1034086776719041,0.0085082257084896,0.0021129466000768,12.153506953604944,48.93308042488619,0.0204329084876112,0.0822774211554563,0.1235945489889988,0.1023580138417488,High,0,0
Twitter,#Gaming,Tweet,Canada,2224167,488262,97601,31651,Low,0,0,0,0,0,0,617514,0.2195256833116922,0.0438820268972487,0.0142304897831458,5.0025819143050345,15.425944648047516,0.0648236708495216,0.1998943192500762,0.3286354717809086,0.217305883383814,High,1,0
Instagram,#Dance,Reel,India,165577,133518,14606,30419,Medium,0,0,0,0,0,0,178543,0.8063752430878498,0.0882122021041442,0.1837140199784995,9.140685972478948,4.389151873767259,0.2278252533347314,0.1093926707060418,1.2583706772638876,0.5188393583633616,High,1,-1
Twitter,#Music,Reel,Brazil,1666321,105468,82461,28605,Medium,0,0,0,0,0,0,216534,0.0632938891762816,0.0494868338772458,0.0171665500425488,1.2789891101355777,3.686918828217856,0.2712171348927173,0.781850591168969,0.1880173819945964,0.115003014039849,High,0,0
YouTube,#Comedy,Live Stream,Japan,2589337,387181,90606,13429,Medium,0,0,0,0,0,0,491216,0.1495289529601774,0.0349919554727888,0.0051862676869531,4.273190813071838,28.829560685033503,0.0346839470843169,0.2340139779225274,0.2272922654361848,0.1594570844909988,High,0,0
